38.24,4111,15.57,46.41,2.73,35.29,70,4.79,0.96,20.82,0.19,3.23,1240,42.93,10.72,17.42,2.98,1.81,0.25,0.48,1.64,3.35,18.42
23.93,4925,10.07,46.03,6.72,37.18,67.2,4.86,1.32,18.17,0.98,7.47,1130,55.96,16.81,14.59,2.5,1.43,2.2,0.93,0.97,4.35,0.26
7.17,6536,2.37,35.32,12.68,49.62,72.1,4.76,1.52,8.1,0.53,12.99,1350,59.06,23.92,4.04,1.05,1.23,2.01,0.54,0.82,4.38,2.95
8.07,6100,2.47,26.67,17.01,53.85,70.5,3.81,1.64,6.31,0.3,17.44,1410,64.45,22.08,2.25,0.62,0.75,1.51,0.24,1.61,4.48,2.01
10.32,6163,2.68,31.78,16.23,48.32,69.9,4.52,1.84,6.49,0.57,16.68,1430,73.72,13.03,4.89,0.48,0.5,1.55,0.63,0.97,0.35,3.88
39.13,4074,9.75,51.1,2.87,36.28,69.9,4.94,0.82,21,0.16,3.18,1170,49.26,9.41,18.81,3.13,3.9,1.51,0.37,1.64,11.03,0.94
25.54,4815,8.73,46.39,8.9,35.98,66,4.71,1.17,17.81,0.56,9.75,1190,46.4,16.02,9.12,2.83,2.2,0.89,1.55,0.83,5.4,14.76
23.83,4849,10.11,45.17,6.8,37.93,65.6,4.71,1.34,19.49,1.3,7.56,1320,57.63,18.77,12.38,1.61,0.89,3.57,1.7,0.82,1.55,1.08
21.47,5318,12.78,42.85,5.64,38.73,70.4,5.23,1.11,16.8,0,6.47,1120,58.34,9.48,7.66,3.99,0.97,8.89,0.69,0.81,8.53,0.64
17.13,5846,6.22,34.47,9.82,49.49,72.5,4.71,2.12,9.69,0.5,10.47,1450,56.8,22.31,12.01,1.47,0.42,3.85,0.25,1.64,1,0.25
7.97,6284,2.61,34.68,13.98,48.44,71.9,4.87,1.66,6.68,0.53,14.35,1410,57.01,22.12,4.49,0.97,0.8,3.01,0.43,0.81,5.58,4.78
10.64,5650,2.78,28.98,17.53,50.71,69.1,3.86,1.3,7.52,0.18,18.03,1290,47.78,23.55,10.66,2.2,1.37,0.59,0.77,0.81,2.4,9.87
24.77,4738,14.41,43.47,9.99,32.14,67.6,4.88,1.11,13.88,0.86,11.67,1360,53.83,24.6,7.58,1.37,0.93,2.44,1.1,1.63,3.95,2.57
22.53,5163,16.87,40.97,6.22,35.94,69.4,4.84,1.13,16.95,0.2,7.48,1210,44.26,15,6.2,12.46,3.09,9.82,1.23,0.96,5.35,1.63
38.48,4132,23.74,46.12,1.78,28.36,70.8,5.11,1.1,20.49,0.17,2.33,1160,42.06,15.91,14.21,5.75,4.88,3.98,0.41,0.81,10.55,1.44
10.74,5721,5.31,29.4,17.62,47.67,67.7,4.01,1.65,7.75,0.28,18.61,1280,55.39,22.11,6.58,2.13,1.05,4.27,0.78,1.65,3.23,2.81
28.37,4638,16.05,46.4,7.27,30.27,66.7,4.94,1.03,18.05,0.62,8.66,1180,51.9,18.84,14.09,4.4,2.28,3.7,0.85,0.96,1.65,1.33
25.07,5265,17.4,40.7,3.73,38.16,72.5,4.97,0.95,16.81,0.26,4.52,1170,40.55,12.14,3.78,18.38,3.81,7.47,0.57,1.65,8.03,3.62
26.56,5103,15.92,41.03,4.49,38.56,72,4.96,0.74,16.55,0.41,5.34,1140,45.15,12.89,3.36,12.7,2.83,6.49,0.77,0.8,2.18,12.83
25.33,4834,13.43,42.06,7.16,37.35,64.6,4.6,1.37,20.22,0.94,8.27,1180,53.43,21.42,11.76,2.03,1.47,3.77,1.73,0.82,0.18,3.39
6.24,6326,1.85,21.17,18.83,58.15,72.6,4.01,1.56,2.03,0.62,19.18,1520,67.94,19.34,2.88,0.19,0.37,4.74,0.49,0.81,0.43,2.81
41.82,3843,14.15,51.53,3.72,30.6,69.4,5.07,1.34,19.59,0.26,4.33,1170,47.21,13.78,16.73,6.24,3.97,2.64,0.73,1.61,6.35,0.74
22.24,5244,13.57,44.94,5.01,36.49,69.3,4.84,1.29,18.67,0.1,5.8,1180,50.64,15.92,8.68,6.15,2.55,3.36,0.99,0.98,9.4,1.33
